minute	m ɪ́ n ɪ t
mirror	m ɪ́ r ə
miss	m ɪ́ s
missing	m ɪ́ s ɪ ŋ
mission	m ɪ́ ʃ ə n
mistake	m ɪ s t ɛ́j k
mix	m ɪ́ k s
mixed	m ɪ́ k s t
mixture	m ɪ́ k s tʃ ə
mobile	m ə́w b ɑj l
model	m ɔ́ d ə l
modern	m ɔ́ d ə n
modify	m ɔ́ d ɪ f ɑj
moment	m ə́w m ə n t
Monday	m ʌ́ n d ɛj
money	m ʌ́ n ɪj
monitor	m ɔ́ n ɪ t ə
monkey	m ʌ́ ŋ k ɪj
month	m ʌ́ n θ
mood	m ʉ́w d
moon	m ʉ́w n
moral	m ɔ́ r ə l
more	m óː
morning	m óː n ɪ ŋ
most	m ə́w s t
mostly	m ə́w s t l ɪj
mother	m ʌ́ ð ə
motor	m ə́w t ə
motorcycle	m ə́w t ə s ɑj k ə l
mount	m áw n t
mountain	m áw n t ɪ n
mouse	m áw s
mouth	m áw ð
mouth	m áw θ
move	m ʉ́w v
movement	m ʉ́w v m ə n t
movie	m ʉ́w v ɪj
much	m ʌ́ tʃ
mud	m ʌ́ d
multiple	m ʌ́ l t ɪ p ə l
multiply	m ʌ́ l t ɪ p l ɑj
mum	m ʌ́ m
murder	m ə́ː d ə
muscle	m ʌ́ s ə l
museum	m j ʉw z ɪ́j ə m
music	m j ʉ́w z ɪ k
musical	m j ʉ́w z ɪ k ə l
musician	m j ʉw z ɪ́ ʃ ə n
must	m ə s t
must	m ʌ́ s t
my	m ɑ́j
myself	m ɑj s ɛ́ l f
mysterious	m ɪ s t ɪ́ː r ɪj ə s
mystery	m ɪ́ s t r ɪj
nail	n ɛ́j l
name	n ɛ́j m
narrative	n á r ə t ɪ v
narrow	n á r əw
nation	n ɛ́j ʃ ə n
national	n á ʃ n ə l
native	n ɛ́j t ɪ v
natural	n á tʃ r ə l
naturally	n á tʃ r ə l ɪj
nature	n ɛ́j tʃ ə
near	n ɪ́ː
nearly	n ɪ́ː l ɪj
neat	n ɪ́j t
necessarily	n ɛ́ s ə s ɛ́ r ɪ l ɪj
necessary	n ɛ́ s ə s ɛ r ɪj
neck	n ɛ́ k
need	n ɪ́j d
needle	n ɪ́j d ə l
negative	n ɛ́ g ə t ɪ v
neighbour	n ɛ́j b ə
neighbourhood	n ɛ́j b ə h ɵ d
neither	n ɑ́j ð ə
nerve	n ə́ː v
nervous	n ə́ː v ə s
net	n ɛ́ t
network	n ɛ́ t w əː k
never	n ɛ́ v ə
nevertheless	n ɛ́ v ə ð ə l ɛ́ s
new	n j ʉ́w
news	n j ʉ́w z
newspaper	n j ʉ́w z p ɛj p ə
next	n ɛ́ k s t
nice	n ɑ́j s
night	n ɑ́j t
nightmare	n ɑ́j t m ɛː
nine	n ɑ́j n
nineteen	n ɑ́j n t ɪ́j n
ninety	n ɑ́j n t ɪj
no	n ʌ́ m b ə
no	n ə́w
nobody	n ə́w b ə d ɪj
noise	n ój z
noisy	n ój z ɪj
none	n ʌ́ n
nor	n óː
normal	n óː m ə l
normally	n óː m ə l ɪj
north	n óː θ
northern	n óː ð ə n
nose	n ə́w z
not	n ɔ́ t
note	n ə́w t
nothing	n ʌ́ θ ɪ ŋ
notice	n ə́w t ɪ s
notion	n ə́w ʃ ə n
novel	n ɔ́ v ə l
November	n əw v ɛ́ m b ə
now	n áw
nowhere	n ə́w w ɛː
nuclear	n j ʉ́w k l ɪj ə
number	n ʌ́ m b ə
numerous	n j ʉ́w m ə r ə s
nurse	n ə́ː s
nut	n ʌ́ t
obey	əw b ɛ́j
object	ɔ́ b dʒ ɛ k t
object	ə b dʒ ɛ́ k t
objective	ə b dʒ ɛ́ k t ɪ v
obligation	ɔ́ b l ɪ g ɛ́j ʃ ə n
observation	ɔ́ b z ə v ɛ́j ʃ ə n
observe	ə b z ə́ː v
obtain	ə b t ɛ́j n
obvious	ɔ́ b v ɪj ə s
obviously	ɔ́ b v ɪj ə s l ɪj
occasion	ə k ɛ́j ʒ ə n
occasionally	ə k ɛ́j ʒ ə n ə l ɪj
occur	ə k ə́ː
ocean	ə́w ʃ ə n
October	ɔ k t ə́w b ə
odd	ɔ́ d
of	ɔ́ v
of	ə v
off	ɔ́ f
offence	ə f ɛ́ n s
offend	ə f ɛ́ n d
offensive	ə f ɛ́ n s ɪ v
offer	ɔ́ f ə
office	ɔ́ f ɪ s
officer	ɔ́ f ɪ s ə
official	ə f ɪ́ ʃ ə l
often	ɔ́ f ə n
oh	ə́w
oil	ój l
OK	ə́w k ɛ́j
old	ə́w l d
old-fashioned	əw l f á ʃ ə n d
on	ɔ́ n
once	w ʌ́ n s
one	w ʌ́ n
onion	ʌ́ n j ə n
online	ɔ́ n l ɑ́j n
only	ə́w n l ɪj
onto	ɔ́ n t ə
open	ə́w p ə n
opening	ə́w p ə n ɪ ŋ
operate	ɔ́ p ə r ɛj t
operation	ɔ́ p ə r ɛ́j ʃ ə n
opinion	ə p ɪ́ n j ə n
opponent	ə p ə́w n ə n t
opportunity	ɔ́ p ə tʃ ʉ́w n ə t ɪj
oppose	ə p ə́w z
opposed	ə p ə́w z d
opposite	ɔ́ p ə z ɪ t
opposition	ɔ́ p ə z ɪ́ ʃ ə n
option	ɔ́ p ʃ ə n
or	óː
or	ə
orange	ɔ́ r ɪ n dʒ
order	óː d ə
ordinary	óː d ɪ n r ɪj
organ	óː g ə n
organization	óː g ə n ɑj z ɛ́j ʃ ə n
organize	óː g ə n ɑj z
organized	óː g ə n ɑj z d
organizer	óː g ə n ɑj z ə
origin	ɔ́ r ɪ dʒ ɪ n
original	ə r ɪ́ dʒ ə n ə l
originally	ə r ɪ́ dʒ ə n ə l ɪj
other	ʌ́ ð ə
otherwise	ʌ́ ð ə w ɑj z
ought	óː t
our	ɑ́ː
ours	ɑ́ː z
ourselves	áw ə s ɛ́ l v z
out	áw t
outcome	áw t k ʌ m
outdoor	áw t d oː
outdoors	áw t d óː z
outer	áw t ə
outline	áw t l ɑj n
outside	áw t s ɑ́j d
outside	áw t s ɑj d
oven	ʌ́ v ə n
over	ə́w v ə
overall	ə́w v ə r oː l
overall	ə́w v ə r óː l
owe	ə́w
own	ə́w n
owner	ə́w n ə
pace	p ɑ́ː tʃ ɛj
pace	p ɛ́j s
pack	p á k
package	p á k ɪ dʒ
page	p ɛ́j dʒ
pain	p ɛ́j n
painful	p ɛ́j n f ə l
paint	p ɛ́j n t
painter	p ɛ́j n t ə
painting	p ɛ́j n t ɪ ŋ
pair	p ɛ́ː
palace	p á l ɪ s
pale	p ɛ́j l
pan	p á n
panel	p á n ə l
pants	p á n t s
paper	p ɛ́j p ə
paragraph	p á r ə g r ɑː f
parent	p ɛ́ː r ə n t
park	p ɑ́ː k
parking	p ɑ́ː k ɪ ŋ
parliament	p ɑ́ː l ə m ə n t
part	p ɑ́ː t
participant	p ɑː t ɪ́ s ɪ p ə n t
participate	p ɑː t ɪ́ s ɪ p ɛj t
particular	p ə t ɪ́ k j ə l ə
particularly	p ə t ɪ́ k j ə l ə l ɪj
partly	p ɑ́ː t l ɪj
partner	p ɑ́ː t n ə
party	p ɑ́ː t ɪj
pass	p ɑ́ː s
passage	p á s ɪ dʒ
passenger	p á s ɪ n dʒ ə
passion	p á ʃ ə n
passport	p ɑ́ː s p oː t
past	p ɑ́ː s t
path	p ɑ́ː θ
patient	p ɛ́j ʃ ə n t
pattern	p á t ə n
pay	p ɛ́j
payment	p ɛ́j m ə n t
peace	p ɪ́j s
peaceful	p ɪ́j s f ə l
pen	p ɛ́ n
pencil	p ɛ́ n s ə l
penny	p ɛ́ n ɪj
pension	p ɛ́ n ʃ ə n
pension	p ɔ́ n s ɪj ɔ n
people	p ɪ́j p ə l
pepper	p ɛ́ p ə
per	p ə
per	p ə́ː
percentage	p ə s ɛ́ n t ɪ dʒ
perfect	p ə f ɛ́ k t
perfect	p ə́ː f ɪ k t
perfectly	p ə́ː f ɪ k t l ɪj
perform	p ə f óː m
performance	p ə f óː m ə n s
perhaps	p ə h á p s
period	p ɪ́ː r ɪj ə d
permanent	p ə́ː m ə n ə n t
permission	p ə m ɪ́ ʃ ə n
permit	p ə m ɪ́ t
permit	p ə́ː m ɪ t
person	p ə́ː s ə n
personal	p ə́ː s ə n ə l
personality	p ə́ː s ə n á l ə t ɪj
personally	p ə́ː s ə n ə l ɪj
perspective	p ə s p ɛ́ k t ɪ v
persuade	p ə s w ɛ́j d
pet	p ɛ́ t
petrol	p ɛ́ t r ə l
phase	f ɛ́j z
phenomenon	f ɪ n ɔ́ m ɪ n ə n
philosophy	f ɪ l ɔ́ s ə f ɪj
phone	f ə́w n
photo	f ə́w t əw
photograph	f ə́w t ə g r ɑː f
photographer	f ə t ɔ́ g r ə f ə
photography	f ə t ɔ́ g r ə f ɪj
phrase	f r ɛ́j z
physical	f ɪ́ z ɪ k ə l
physics	f ɪ́ z ɪ k s
piano	p ɪj ɑ́ː n əw
piano	p j á n əw
pick	p ɪ́ k
picture	p ɪ́ k tʃ ə
piece	p ɪ́j s
pig	p ɪ́ g
pile	p ɑ́j l
pilot	p ɑ́j l ə t
pin	p ɪ́ n
pink	p ɪ́ ŋ k
pipe	p ɑ́j p
pitch	p ɪ́ tʃ
place	p l ɛ́j s
plain	p l ɛ́j n
plan	p l á n
plane	p l ɛ́j n
planet	p l á n ɪ t
planning	p l á n ɪ ŋ
plant	p l ɑ́ː n t
plastic	p l á s t ɪ k
plate	p l ɛ́j t
platform	p l á t f oː m
play	p l ɛ́j
player	p l ɛ́j ə
pleasant	p l ɛ́ z ə n t
please	p l ɪ́j z
pleased	p l ɪ́j z d
pleasure	p l ɛ́ ʒ ə
plenty	p l ɛ́ n t ɪj
plot	p l ɔ́ t
plus	p l ʌ́ s
pocket	p ɔ́ k ɪ t
poem	p ə́w ɪ m
poet	p ə́w ɪ t
poetry	p ə́w ɪ t r ɪj
point	p ój n t
pointed	p ój n t ɪ d
poison	p ój z ə n
poisonous	p ój z ə n ə s
police	p ə l ɪ́j s
policeman	p ə l ɪ́j s m ə n
policy	p ɔ́ l ə s ɪj
polite	p ə l ɑ́j t
political	p ə l ɪ́ t ɪ k ə l
politician	p ɔ́ l ɪ t ɪ́ ʃ ə n
politics	p ɔ́ l ɪ t ɪ k s
pollution	p ə l ʉ́w ʃ ə n
pool	p ʉ́w l
poor	p óː
pop	p ɔ́ p
popular	p ɔ́ p j ə l ə
popularity	p ɔ́ p j ə l á r ə t ɪj
population	p ɔ́ p j ə l ɛ́j ʃ ə n
port	p óː t
portrait	p óː t r ɛj t
pose	p ə́w z
position	p ə z ɪ́ ʃ ə n
positive	p ɔ́ z ə t ɪ v
possess	p ə z ɛ́ s
possession	p ə z ɛ́ ʃ ə n
possibility	p ɔ́ s ə b ɪ́ l ə t ɪj
possible	p ɔ́ s ə b ə l
possibly	p ɔ́ s ə b l ɪj
post	p ə́w s t
poster	p ə́w s t ə
pot	p ɔ́ t
potato	p ə t ɛ́j t əw
potential	p ə t ɛ́ n ʃ ə l
pound	p áw n d
pour	p óː
poverty	p ɔ́ v ə t ɪj
powder	p áw d ə
power	p áw ə
powerful	p áw ə f ə l
practical	p r á k t ɪ k ə l
practice	p r á k t ɪ s
practise	p r á k t ɪ s
praise	p r ɛ́j z
pray	p r ɛ́j
prayer	p r ɛ́ː
predict	p r ɪ d ɪ́ k t
prediction	p r ɪ d ɪ́ k ʃ ə n
prefer	p r ɪ f ə́ː
pregnant	p r ɛ́ g n ə n t
preparation	p r ɛ́ p ə r ɛ́j ʃ ə n
prepare	p r ɪ p ɛ́ː
prepared	p r ɪ p ɛ́ː d
presence	p r ɛ́ z ə n s
present	p r ɛ́ z ə n t
present	p r ɪ z ɛ́ n t
presentation	p r ɛ́ z ə n t ɛ́j ʃ ə n
preserve	p r ɪ z ə́ː v
president	p r ɛ́ z ɪ d ə n t
press	p r ɛ́ s
pressure	p r ɛ́ ʃ ə
pretend	p r ɪ t ɛ́ n d
pretty	p r ɪ́ t ɪj
prevent	p r ɪ v ɛ́ n t
previous	p r ɪ́j v ɪj ə s
previously	p r ɪ́j v ɪj ə s l ɪj
price	p r ɑ́j s
priest	p r ɪ́j s t
primary	p r ɑ́j m ə r ɪj
prime	p r ɑ́j m
prince	p r ɪ́ n s
princess	p r ɪ́ n s ɛ́ s
principle	p r ɪ́ n s ə p ə l
print	p r ɪ́ n t
printer	p r ɪ́ n t ə
printing	p r ɪ́ n t ɪ ŋ
priority	p r ɑj ɔ́ r ə t ɪj
prison	p r ɪ́ z ə n
prisoner	p r ɪ́ z ə n ə
privacy	p r ɪ́ v ə s ɪj
private	p r ɑ́j v ɪ t
prize	p r ɑ́j z
probably	p r ɔ́ b ə b l ɪj
problem	p r ɔ́ b l ə m
procedure	p r ə s ɪ́j dʒ ə
process	p r ə s ɛ́ s
process	p r ə́w s ɛ s
produce	p r ɔ́ dʒ ʉw s
produce	p r ə dʒ ʉ́w s
producer	p r ə dʒ ʉ́w s ə
product	p r ɔ́ d ʌ k t
production	p r ə d ʌ́ k ʃ ə n
profession	p r ə f ɛ́ ʃ ə n
professional	p r ə f ɛ́ ʃ n ə l
professor	p r ə f ɛ́ s ə
profile	p r ə́w f ɑj l
profit	p r ɔ́ f ɪ t
program	p r ə́w g r a m
programme	p r ə́w g r a m
progress	p r ə g r ɛ́ s
progress	p r ə́w g r ɛ s
project	p r ɔ́ dʒ ɛ k t
project	p r ə dʒ ɛ́ k t
promise	p r ɔ́ m ɪ s
promote	p r ə m ə́w t
pronounce	p r ə n áw n s
proof	p r ʉ́w f
proper	p r ɔ́ p ə
properly	p r ɔ́ p ə l ɪj
property	p r ɔ́ p ə t ɪj
proposal	p r ə p ə́w z ə l
propose	p r ə p ə́w z
prospect	p r ɔ́ s p ɛ k t
prospect	p r ə s p ɛ́ k t
protect	p r ə t ɛ́ k t
protection	p r ə t ɛ́ k ʃ ə n
protest	p r ə t ɛ́ s t
protest	p r ə́w t ɛ s t
proud	p r áw d
prove	p r ʉ́w v
provide	p r ə v ɑ́j d
psychologist	s ɑj k ɔ́ l ə dʒ ɪ s t
psychology	s ɑj k ɔ́ l ə dʒ ɪj
pub	p ʌ́ b
public	p ʌ́ b l ɪ k
publication	p ʌ́ b l ɪ k ɛ́j ʃ ə n
publish	p ʌ́ b l ɪ ʃ
pull	p ɵ́ l
punish	p ʌ́ n ɪ ʃ
punishment	p ʌ́ n ɪ ʃ m ə n t
pupil	p j ʉ́w p ə l
purchase	p ə́ː tʃ ə s
pure	p j óː
purple	p ə́ː p ə l
purpose	p ə́ː p ə s
pursue	p ə s j ʉ́w
push	p ɵ́ ʃ
put	p ɵ́ t
put	p ʌ́ t
qualification	k w ɔ́ l ɪ f ɪ k ɛ́j ʃ ə n
qualified	k w ɔ́ l ɪ f ɑj d
qualify	k w ɔ́ l ɪ f ɑj
quality	k w ɔ́ l ə t ɪj
quantity	k w ɔ́ n t ə t ɪj
quarter	k w óː t ə
queen	k w ɪ́j n
question	k w ɛ́ s tʃ ə n
queue	k j ʉ́w
quick	k w ɪ́ k
quickly	k w ɪ́ k l ɪj
quiet	k w ɑ́j ə t
quietly	k w ɑ́j ə t l ɪj
quit	k w ɪ́ t
quite	k w ɑ́j t
quotation	k w əw t ɛ́j ʃ ə n
quote	k w ə́w t
race	r ɛ́j s
racing	r ɛ́j s ɪ ŋ
radio	r ɛ́j d ɪj əw
railway	r ɛ́j l w ɛj
rain	r ɛ́j n
raise	r ɛ́j z
range	r ɛ́j n dʒ
rank	r á ŋ k
rapid	r á p ɪ d
rapidly	r á p ɪ d l ɪj
rare	r ɛ́ː
rarely	r ɛ́ː l ɪj
rate	r ɛ́j t
rather	r ɑ́ː ð ə
raw	r óː
reach	r ɪ́j tʃ
react	r ɪj á k t
reaction	r ɪj á k ʃ ə n
read	r ɛ́ d
read	r ɪ́j d
reader	r ɪ́j d ə
reading	r ɪ́j d ɪ ŋ
ready	r ɛ́ d ɪj
real	r ɛj ɑ́ː l
real	r ɪ́j ə l
realistic	r ɪ́j ə l ɪ́ s t ɪ k
reality	r ɪj á l ə t ɪj
realize	r ɪ́j ə l ɑj z
really	r ɪ́ː l ɪj
reason	r ɪ́j z ə n
reasonable	r ɪ́j z n ə b ə l
recall	r ɪ k óː l
receipt	r ɪ s ɪ́j t
receive	r ɪ s ɪ́j v
recent	r ɪ́j s ə n t
recently	r ɪ́j s ə n t l ɪj
reception	r ɪ s ɛ́ p ʃ ə n
recipe	r ɛ́ s ə p ɪj
recognize	r ɛ́ k ə g n ɑj z
recommend	r ɛ́ k ə m ɛ́ n d
recommendation	r ɛ́ k ə m ɛ n d ɛ́j ʃ ə n
record	r ɛ́ k oː d
record	r ɪ k óː d
recording	r ɪ k óː d ɪ ŋ
recover	r ɪ k ʌ́ v ə
recycle	r ɪ́j s ɑ́j k ə l
red	r ɛ́ d
reduce	r ɪ dʒ ʉ́w s
reduction	r ɪ d ʌ́ k ʃ ə n
refer	r ɪ f ə́ː
reference	r ɛ́ f r ə n s
reflect	r ɪ f l ɛ́ k t
refuse	r ɛ́ f j ʉw s
refuse	r ɪ f j ʉ́w z
regard	r ɪ g ɑ́ː d
region	r ɪ́j dʒ ə n
regional	r ɪ́j dʒ ə n ə l
register	r ɛ́ dʒ ɪ s t ə
regret	r ɪ g r ɛ́ t
regular	r ɛ́ g j ə l ə
regularly	r ɛ́ g j ə l ə l ɪj
regulation	r ɛ́ g j ə l ɛ́j ʃ ə n
reject	r ɪ dʒ ɛ́ k t
reject	r ɪ́j dʒ ɛ k t
relate	r ɪ l ɛ́j t
related	r ɪ l ɛ́j t ɪ d
relation	r ɪ l ɛ́j ʃ ə n
relationship	r ɪ l ɛ́j ʃ ə n ʃ ɪ p
relative	r ɛ́ l ə t ɪ v
relatively	r ɛ́ l ə t ɪ v l ɪj
relax	r ɪ l á k s
relaxed	r ɪ l á k s t
relaxing	r ɪ l á k s ɪ ŋ
release	r ɪ l ɪ́j s
relevant	r ɛ́ l ə v ə n t
reliable	r ɪ l ɑ́j ə b ə l
relief	r ɪ l ɪ́j f
religion	r ɪ l ɪ́ dʒ ə n
religious	r ɪ l ɪ́ dʒ ə s
rely	r ɪ l ɑ́j
remain	r ɪ m ɛ́j n
remark	r ɪ m ɑ́ː k
remember	r ɪ m ɛ́ m b ə
remind	r ɪ m ɑ́j n d
remote	r ɪ m ə́w t
remove	r ɪ m ʉ́w v
rent	r ɛ́ n t
repair	r ɪ p ɛ́ː
repeat	r ɪ p ɪ́j t
repeated	r ɪ p ɪ́j t ɪ d
replace	r ɪ p l ɛ́j s
reply	r ɪ p l ɑ́j
report	r ɪ p óː t
reporter	r ɪ p óː t ə
represent	r ɛ́ p r ə z ɛ́ n t
representative	r ɛ́ p r ɪ z ɛ́ n t ə t ɪ v
reputation	r ɛ́ p j ə t ɛ́j ʃ ə n
request	r ɪ k w ɛ́ s t
require	r ɪ k w ɑ́j ə
requirement	r ɪ k w ɑ́j ə m ə n t
rescue	r ɛ́ s k j ʉw
research	r ɪ s ə́ː tʃ
researcher	r ɪ s ə́ː tʃ ə
reservation	r ɛ́ z ə v ɛ́j ʃ ə n
reserve	r ɪ z ə́ː v
resident	r ɛ́ z ɪ d ə n t
resist	r ɪ z ɪ́ s t
resolve	r ɪ z ɔ́ l v
resort	r ɪ z óː t
resource	r ɪ z óː s
respect	r ɪ s p ɛ́ k t
respond	r ɪ s p ɔ́ n d
response	r ɪ s p ɔ́ n s
responsibility	r ɪ s p ɔ́ n s ə b ɪ́ l ə t ɪj
responsible	r ɪ s p ɔ́ n s ə b ə l
rest	r ɛ́ s t
restaurant	r ɛ́ s t r ɔ n t
result	r ɪ z ʌ́ l t
retain	r ɪ t ɛ́j n
retire	r ɪ t ɑ́j ə
retired	r ɪ t ɑ́j ə d
return	r ɪ t ə́ː n
reveal	r ɪ v ɪ́j l
review	r ɪ v j ʉ́w
revise	r ɪ v ɑ́j z
revolution	r ɛ́ v ə l ʉ́w ʃ ə n
reward	r ɪ w óː d
rhythm	r ɪ́ ð ə m
rice	r ɑ́j s
rich	r ɪ́ tʃ
rid	r ɪ́ d
ride	r ɑ́j d
right	r ɑ́j t
ring	r ɪ́ ŋ
rise	r ɑ́j z
risk	r ɪ́ s k
river	r ɪ́ v ə
road	r ə́w d
robot	r ə́w b ɔ t
rock	r ɔ́ k
role	r ə́w l
roll	r ə́w l
romantic	r əw m á n t ɪ k
roof	r ʉ́w f
room	r ʉ́w m
root	r ʉ́w t
rope	r ə́w p
rough	r ʌ́ f
round	r áw n d
route	r ʉ́w t
routine	r ʉw t ɪ́j n
row	r áw
row	r ə́w
royal	r ój ə l
rub	r ʌ́ b
rubber	r ʌ́ b ə
rubbish	r ʌ́ b ɪ ʃ
rude	r ʉ́w d
rugby	r ʌ́ g b ɪj
rule	r ʉ́w l
run	r ʌ́ n
runner	r ʌ́ n ə
running	r ʌ́ n ɪ ŋ
rural	r ɵ́ː r ə l
rush	r ʌ́ ʃ
sad	s á d
sadly	s á d l ɪj
safe	s ɛ́j f
safety	s ɛ́j f t ɪj
sail	s ɛ́j l
sailing	s ɛ́j l ɪ ŋ
sailor	s ɛ́j l ə
salad	s á l ə d
salary	s á l ə r ɪj
sale	s ɛ́j l
salt	s ɔ́ l t
same	s ɛ́j m
sample	s ɑ́ː m p ə l
sand	s á n d
sandwich	s á n w ɪ dʒ
satellite	s á t ə l ɑj t
satisfied	s á t ɪ s f ɑj d
satisfy	s á t ɪ s f ɑj
Saturday	s á t ə d ɛj
sauce	s óː s
save	s ɛ́j v
saving	s ɛ́j v ɪ ŋ
say	s ɛ́j
scale	s k ɛ́j l
scan	s k á n
scared	s k ɛ́ː d
scary	s k ɛ́ː r ɪj
scene	s ɪ́j n
schedule	ʃ ɛ́ dʒ ʉw l
scheme	s k ɪ́j m
school	s k ʉ́w l
science	s ɑ́j ə n s
scientific	s ɑ́j ə n t ɪ́ f ɪ k
scientist	s ɑ́j ə n t ɪ s t
score	s k óː
scream	s k r ɪ́j m
screen	s k r ɪ́j n
script	s k r ɪ́ p t
sculpture	s k ʌ́ l p tʃ ə
sea	s ɪ́j
search	s ə́ː tʃ
season	s ɪ́j z ə n
seat	s ɪ́j t
second	s ɛ́ k ə n d
second	s ɪ k ɔ́ n d
secondary	s ɛ́ k ə n d r ɪj
secondly	s ɛ́ k ə n d l ɪj
secret	s ɪ́j k r ə t
secretary	s ɛ́ k r ə t r ɪj
section	s ɛ́ k ʃ ə n
sector	s ɛ́ k t ə
secure	s ɪ k j ɵ́ː
security	s ɪ k j ɵ́ː r ə t ɪj
see	s ɪ́j
seed	s ɪ́j d
seek	s ɪ́j k
seem	s ɪ́j m
select	s ɪ l ɛ́ k t
selection	s ɪ l ɛ́ k ʃ ə n
self	s ɛ́ l f
sell	s ɛ́ l
send	s ɛ́ n d
senior	s ɪ́j n ɪj ə
sense	s ɛ́ n s
sensible	s ɛ́ n s ə b ə l
sensitive	s ɛ́ n s ə t ɪ v
sentence	s ɛ́ n t ə n s
separate	s ɛ́ p r ə t
separate	s ɛ́ p ə r ɛj t
September	s ɛ p t ɛ́ m b ə
sequence	s ɪ́j k w ə n s
series	s ɪ́ː r ɪj z
serious	s ɪ́ː r ɪj ə s
seriously	s ɪ́ː r ɪj ə s l ɪj
servant	s ə́ː v ə n t
serve	s ə́ː v
service	s ə́ː v ɪ s
session	s ɛ́ ʃ ə n
set	s ɛ́ t
setting	s ɛ́ t ɪ ŋ
settle	s ɛ́ t ə l
seven	s ɛ́ v ə n
seventeen	s ɛ́ v ə n t ɪ́j n
seventy	s ɛ́ v ə n t ɪj
several	s ɛ́ v r ə l
severe	s ɪ v ɪ́ː
sex	s ɛ́ k s
sexual	s ɛ́ k ʃ ʉw ə l
shade	ʃ ɛ́j d
shadow	ʃ á d əw
shake	ʃ ɛ́j k
shall	ʃ á l
shall	ʃ ə l
shallow	ʃ á l əw
shame	ʃ ɛ́j m
shape	ʃ ɛ́j p
share	ʃ ɛ́ː
sharp	ʃ ɑ́ː p
she	ʃ ɪ́j
sheep	ʃ ɪ́j p
sheet	ʃ ɪ́j t
shelf	ʃ ɛ́ l f
shell	ʃ ɛ́ l
shelter	ʃ ɛ́ l t ə
shift	ʃ ɪ́ f t
shine	ʃ ɑ́j n
shiny	ʃ ɑ́j n ɪj
ship	ʃ ɪ́ p
shirt	ʃ ə́ː t
shock	ʃ ɔ́ k
shocked	ʃ ɔ́ k t
shoe	ʃ ʉ́w
shoot	ʃ ʉ́w t
shooting	ʃ ʉ́w t ɪ ŋ
shop	ʃ ɔ́ p
shopping	ʃ ɔ́ p ɪ ŋ
short	ʃ óː t
shot	ʃ ɔ́ t
should	ʃ ɵ́ d
should	ʃ ə d
shoulder	ʃ ə́w l d ə
shout	ʃ áw t
show	ʃ ə́w
shower	ʃ áw ə
shut	ʃ ʌ́ t
shy	ʃ ɑ́j
sick	s ɪ́ k
side	s ɑ́j d
sight	s ɑ́j t
sign	s ɑ́j n
signal	s ɪ́ g n ə l
significant	s ɪ g n ɪ́ f ɪ k ə n t
significantly	s ɪ g n ɪ́ f ɪ k ə n t l ɪj
silence	s ɑ́j l ə n s
silent	s ɑ́j l ə n t
silk	s ɪ́ l k
silly	s ɪ́ l ɪj
silver	s ɪ́ l v ə
similar	s ɪ́ m ə l ə
similarity	s ɪ́ m ə l á r ə t ɪj
similarly	s ɪ́ m ə l ə l ɪj
simple	s ɪ́ m p ə l
simply	s ɪ́ m p l ɪj
since	s ɪ́ n s
sincere	s ɪ n s ɪ́ː
sing	s ɪ́ ŋ
singer	s ɪ́ ŋ ə
singing	s ɪ́ ŋ ɪ ŋ
single	s ɪ́ ŋ g ə l
sink	s ɪ́ ŋ k
sir	s ə́ː
sister	s ɪ́ s t ə
sit	s ɪ́ t
site	s ɑ́j t
situation	s ɪ́ tʃ ʉw ɛ́j ʃ ə n
six	s ɪ́ k s
sixteen	s ɪ́ k s t ɪ́j n
sixty	s ɪ́ k s t ɪj
size	s ɑ́j z
ski	s k ɪ́j
skiing	s k ɪ́j ɪ ŋ
skill	s k ɪ́ l
skin	s k ɪ́ n
skirt	s k ə́ː t
sky	s k ɑ́j
slave	s l ɛ́j v
sleep	s l ɪ́j p
slice	s l ɑ́j s
slide	s l ɑ́j d
slight	s l ɑ́j t
slightly	s l ɑ́j t l ɪj
slip	s l ɪ́ p
slope	s l ə́w p
slow	s l ə́w
slowly	s l ə́w l ɪj
small	s m óː l
smart	s m ɑ́ː t
smell	s m ɛ́ l
smile	s m ɑ́j l
smoke	s m ə́w k
smoking	s m ə́w k ɪ ŋ
smooth	s m ʉ́w ð
snake	s n ɛ́j k
snow	s n ə́w
so	s ə́w
soap	s ə́w p
soccer	s ɔ́ k ə
social	s ə́w ʃ ə l
society	s ə s ɑ́j ə t ɪj
sock	s ɔ́ k
soft	s ɔ́ f t
software	s ɔ́ f t w ɛː
soil	s ój l
solar	s ə́w l ə
soldier	s ə́w l dʒ ə
solid	s ɔ́ l ɪ d
solution	s ə l ʉ́w ʃ ə n
solve	s ɔ́ l v
some	s ə m
some	s ʌ́ m
somebody	s ʌ́ m b ə d ɪj
someone	s ʌ́ m w ʌ n
something	s ʌ́ m θ ɪ ŋ
sometimes	s ʌ́ m t ɑj m z
somewhat	s ʌ́ m w ɔ t
somewhere	s ʌ́ m w ɛː
son	s ʌ́ n
song	s ɔ́ ŋ
soon	s ʉ́w n
sorry	s ɔ́ r ɪj
sort	s óː t
soul	s ə́w l
sound	s áw n d
soup	s ʉ́w p
source	s óː s
south	s áw θ
southern	s ʌ́ ð ə n
space	s p ɛ́j s
speak	s p ɪ́j k
speaker	s p ɪ́j k ə
special	s p ɛ́ ʃ ə l
specialist	s p ɛ́ ʃ ə l ɪ s t
species	s p ɪ́j ʃ ɪj z
